,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
2193,sz002197,证通电子,电器仪表,深圳,558.48,33714.25,42603.67,303508.91,178236.06,49113.9,42293.01,0.99,0.009,2.84,6.75,20071218
2194,sz000998,隆平高科,种植业,湖南,40.14,83065.29,125619.46,713318.94,465047.59,79167.47,283841.41,2.26,0.13,4.43,4.51,20001211
2195,sh603997,继峰股份,汽车配件,浙江,35.33,11400.0,42000.0,161009.2,106150.42,42464.26,40594.51,0.97,0.142,3.32,6.03,20150302
2196,sz300393,中来股份,塑料,江苏,43.09,7691.04,17923.5,170267.06,111711.11,25493.9,33471.5,1.87,0.203,4.86,7.21,20140912
2197,sz300516,久之洋,电器仪表,湖北,263.53,3000.0,12000.0,64108.78,46595.8,8556.03,2812.53,0.23,0.174,4.63,39.68,20160602
2198,sz000922,佳电股份,电气设备,黑龙江,0.0,45790.05,54366.73,316725.84,229985.91,56243.13,114204.02,2.1,0.055,3.38,2.95,19990618
2199,sz300031,宝通科技,橡胶,江苏,115.14,22387.65,39676.78,252496.55,86910.38,29562.86,109145.7,2.75,0.052,6.12,3.93,20091225
2200,sh600775,南京熊猫,通信设备,江苏,99.98,67183.85,91383.85,504108.91,342814.59,97000.59,146424.22,1.6,0.041,3.61,4.59,19961118
2201,sh600021,上海电力,火力发电,上海,17.3,213973.92,213973.92,5439209.5,1014704.81,2855773.75,420771.41,1.97,0.156,4.94,2.18,20031029
2202,sz000713,丰乐种业,种植业,安徽,56.6,29886.99,29887.59,186609.13,99823.77,34868.64,50490.98,1.69,0.047,4.6,2.34,19970422
2203,sh600526,菲达环保,环境保护,浙江,91.9,40688.94,54740.46,747366.81,582815.5,55903.31,170119.16,3.11,0.036,4.68,2.82,20020722
2204,sz002360,同德化工,化工原料,山西,275.27,24501.69,39151.26,137911.2,55041.71,27300.76,6320.66,0.16,0.01,2.5,4.62,20100303
2205,sh603018,设计股份,建筑施工,江苏,40.3,12586.58,20800.0,358777.94,281648.19,34746.82,93581.28,4.5,0.199,8.58,3.73,20141013
2206,sz000156,华数传媒,影视音像,浙江,46.04,99362.43,143335.19,1270813.63,757434.75,232850.84,621420.31,4.34,0.103,6.56,2.88,20000906
2207,sz002135,东南网架,建筑施工,浙江,91.59,67119.45,85453.21,856952.19,631012.63,142401.72,91545.22,1.07,0.022,2.81,2.91,20070530
2208,sh600288,大恒科技,软件服务,北京,0.0,43680.0,43680.0,295984.66,192738.86,37247.23,18708.6,0.43,0.048,3.36,3.9,20001129
2209,sz002220,天宝股份,食品,辽宁,66.98,38948.12,54748.57,485714.69,242879.91,50405.73,100798.99,1.84,0.04,4.59,2.31,20080228
2210,sz002115,三维通信,通信设备,浙江,0.0,34074.89,41068.8,199957.8,139410.52,15334.97,24710.85,0.6,0.036,2.24,5.09,20070215
2211,sz002699,美盛文化,服饰,浙江,276.23,35947.76,44600.0,143604.77,75109.63,29525.09,38478.37,0.86,0.031,2.63,13.01,20120911
2212,sz002123,荣信股份,电气设备,辽宁,58.84,45484.75,86159.5,710286.63,326440.28,60240.55,295624.09,3.43,0.083,5.79,3.38,20070328
2213,sz000726,鲁 泰Ａ,纺织,山东,18.13,56079.92,95575.85,905931.69,326093.72,492196.19,100714.68,1.05,0.157,7.18,1.59,20001225
2214,sz002544,杰赛科技,软件服务,广东,339.29,51081.85,51576.0,345218.38,278628.25,53035.33,21657.85,0.42,0.025,2.41,13.85,20110128
2215,sh600856,中天能源,供气供热,吉林,57.43,38551.51,56716.55,493991.75,199941.95,80702.31,69508.06,1.23,0.085,3.37,5.79,19940425
2216,sz002139,拓邦股份,元器件,深圳,96.98,28704.28,45228.0,214549.41,155703.36,17140.51,107220.63,2.37,0.038,3.49,4.19,20070629
2217,sz000570,苏常柴Ａ,机械基件,江苏,51.56,41137.42,56137.42,319733.44,191215.13,58446.76,16432.85,0.29,0.043,3.51,2.54,19940701
2218,sz000687,华讯方舟,通信设备,河北,87.25,53157.42,75736.84,286968.91,158170.17,5876.73,75689.96,1.0,0.06,1.53,13.77,19970221
2219,sz300219,鸿利光电,元器件,广东,41.81,53287.78,67148.25,211637.47,95445.75,59978.03,0.0,0.0,0.097,1.73,9.35,20110518
2220,sh600641,万业企业,区域地产,上海,40.59,80615.88,80615.88,686841.63,657272.63,274.61,19126.48,0.24,0.085,4.68,2.93,19930407
2221,sh600662,强生控股,公共交通,上海,76.04,105336.21,105336.21,680713.69,277492.97,225320.3,76741.4,0.73,0.034,3.05,3.44,19930614
2222,sh601996,丰林集团,林业,广西,317.06,46891.19,46891.19,215498.41,138022.38,55784.35,72104.03,1.54,0.006,3.67,2.2,20110929
2223,sz300002,神州泰岳,软件服务,北京,341.79,115955.97,196109.2,591211.69,247591.13,34265.75,52919.55,0.27,0.008,2.54,4.12,20091030
2224,sz300100,双林股份,汽车服务,浙江,53.6,26869.8,39577.51,450757.81,189564.95,115039.61,101831.28,2.57,0.198,5.55,7.67,20100806
2225,sz000635,英 力 特,化工原料,宁夏,165.39,30308.75,30308.75,316746.34,80362.21,224108.42,187856.88,6.2,0.019,9.24,1.39,19961120
2226,sh600261,阳光照明,家用电器,浙江,26.02,145210.3,145210.3,492734.94,347062.56,104785.9,26515.85,0.18,0.069,2.08,3.47,20000720
2227,sh600774,汉商集团,百货,湖北,232.23,17442.9,17457.53,163639.8,10720.57,115182.38,12893.73,0.74,0.02,3.28,5.61,19961108
2228,sh600517,置信电气,电气设备,上海,42.2,111366.89,135616.78,882811.38,678613.44,72340.18,37716.26,0.28,0.057,2.4,3.99,20031010
2229,sz002073,软控股份,软件服务,山东,0.0,62595.76,81546.82,907609.88,608262.88,178930.41,95138.81,1.17,0.043,5.09,2.35,20061018
2230,sz001696,宗申动力,摩托车,重庆,35.59,89213.47,114502.7,640087.25,454483.69,68317.8,54553.71,0.48,0.078,3.26,3.42,19970306
2231,sz000066,长城电脑,电脑设备,深圳,0.0,132357.02,132359.39,3736715.25,2801229.0,356100.91,69500.65,0.53,0.015,1.93,6.61,19970626
2232,sh600336,澳柯玛,家用电器,山东,41.15,68007.2,68207.2,319030.22,180827.16,56408.0,50062.37,0.73,0.043,1.52,4.7,20001229
2233,sh603696,安记食品,食品,福建,146.63,3000.0,12000.0,70210.96,49446.18,4650.01,32275.45,2.69,0.076,5.67,7.85,20151209
2234,sz002027,分众传媒,软件服务,广东,55.9,50704.51,873683.38,1280591.75,1144516.13,28431.51,18293.81,0.02,0.074,0.6,27.67,20040804
2235,sz002063,远光软件,软件服务,广东,384.89,52640.67,59078.25,193911.8,142437.52,20018.25,13885.63,0.24,0.01,2.86,5.24,20060823
2236,sz002667,鞍重股份,工程机械,辽宁,1025.39,8624.25,13596.0,83852.02,62561.07,10594.67,32896.12,2.42,0.007,5.6,5.48,20120329
2237,sz300380,安硕信息,软件服务,上海,605.81,4832.25,13744.0,55723.3,45187.43,3097.37,14314.15,1.04,0.021,3.11,16.18,20140128
2238,sz002489,浙江永强,家居用品,浙江,24.6,186812.06,217573.66,563555.25,334992.31,103275.61,24905.4,0.11,0.079,1.58,4.96,20101021
2239,sh603366,日出东方,家用电器,江苏,38.49,80000.0,80000.0,485452.31,317576.91,67143.0,191865.81,2.4,0.056,4.66,1.84,20120521
2240,sz002529,海源机械,专用机械,福建,0.0,20000.0,26000.0,124016.42,57620.07,39472.34,62375.46,2.4,0.029,4.96,3.91,20101224
2241,sz000766,通化金马,中成药,吉林,88.27,44901.62,96649.46,460365.69,151535.41,71429.03,0.0,0.0,0.053,4.1,4.53,19970430
2242,sz000420,吉林化纤,化纤,吉林,669.13,31830.68,98535.34,282166.88,108756.63,124762.97,94701.47,0.96,0.003,1.36,5.12,19960802
2243,sh600845,宝信软件,软件服务,上海,59.39,47369.53,78324.9,630834.31,491212.94,32934.48,175738.7,2.24,0.097,5.1,4.54,19940311
2244,sz002214,大立科技,电器仪表,浙江,934.62,35534.01,45866.67,137145.0,115504.21,9114.15,19816.56,0.43,0.003,2.09,5.92,20080218
2245,sh600616,金枫酒业,红黄药酒,上海,22.18,48803.76,51461.92,229575.52,143823.34,38721.15,52993.75,1.03,0.121,3.92,2.74,19920929
2246,sh600895,张江高科,园区开发,上海,31.03,154868.95,154868.95,1784610.63,834106.44,37515.51,264697.41,1.71,0.149,4.96,3.72,19960422
2247,sz002493,荣盛石化,化纤,浙江,51.8,203815.0,254400.0,4196289.0,1583045.38,1441358.75,500636.09,1.97,0.059,4.32,2.85,20101102
2248,sz000995,*ST皇台,白酒,甘肃,0.0,17740.44,17740.8,54030.68,33945.46,9093.25,25793.53,1.45,0.021,0.7,17.48,20000807
2249,sh600981,汇鸿集团,商贸代理,江苏,58.21,24185.46,224243.31,3061015.5,2113380.0,101965.36,84286.9,0.38,0.036,3.21,2.63,20040630
2250,sz000977,浪潮信息,电脑设备,山东,49.68,95972.57,99928.27,842132.81,694290.69,23855.17,162999.34,1.63,0.12,3.95,6.02,20000608
2251,sh600309,万华化学,化工原料,山东,21.48,216233.45,216233.45,4901945.5,1171747.5,2563984.0,4850.0,0.02,0.205,5.36,3.29,20010105
2252,sh601231,环旭电子,元器件,上海,69.11,217592.34,217592.34,1259778.13,979997.88,203700.11,195870.36,0.9,0.039,3.19,3.36,20120220
2253,sz002363,隆基机械,汽车配件,山东,51.6,38556.55,38587.35,251931.47,143245.75,86282.8,108003.26,2.8,0.07,4.74,2.74,20100305
2254,sz000905,厦门港务,港口,福建,41.56,53100.0,53100.0,495040.91,194921.81,80562.68,26092.35,0.49,0.064,5.29,2.02,19990429
2255,sz002261,拓维信息,互联网,湖南,56.04,64340.44,111455.54,408368.03,123239.13,20115.01,190480.73,1.71,0.061,3.23,4.25,20080723
2256,sz000062,深圳华强,商贸代理,深圳,81.71,66694.96,72131.67,590484.94,272820.0,35214.51,96800.24,1.34,0.082,5.07,5.26,19970130
2257,sz000008,神州高铁,运输设备,北京,633.97,149759.0,275770.94,679450.31,309267.44,43970.44,263258.78,0.95,0.004,2.03,5.25,19920507
2258,sh600275,武昌鱼,农业综合,湖北,0.0,50883.71,50883.71,36665.68,4556.5,4424.21,13208.38,0.26,0.01,0.35,21.58,20000810
2259,sz000851,高鸿股份,软件服务,贵州,0.0,51723.78,59136.42,666903.38,450589.91,14667.42,181077.34,3.06,0.025,4.44,2.9,19980609
2260,sz002448,中原内配,汽车配件,河南,39.43,45851.8,58810.23,265045.84,116707.15,98464.77,53186.05,0.9,0.095,3.54,4.25,20100716
2261,sh600485,信威集团,通信设备,北京,28.42,163144.31,292374.28,1746071.38,1454196.25,60517.68,313304.34,1.07,0.159,3.68,4.9,20030807
2262,sh600838,上海九百,百货,上海,67.5,40088.19,40088.19,147820.8,13423.85,12658.82,18368.57,0.46,0.045,2.99,4.03,19940224
2263,sh600452,涪陵电力,水力发电,重庆,55.12,16000.0,16000.0,125455.05,53962.23,50774.9,28120.63,1.76,0.15,4.49,7.36,20040303
2264,sh603889,新澳股份,纺织,浙江,36.8,14056.7,32462.0,146967.77,88715.68,39746.35,41289.18,1.27,0.097,3.39,4.2,20141231
2265,sh603311,金海环境,专用机械,浙江,61.92,9300.62,21000.0,84881.47,57334.61,13801.42,21042.28,1.0,0.094,2.92,7.96,20150518
2266,sh601007,金陵饭店,酒店餐饮,江苏,120.99,30000.0,30000.0,325757.5,103164.05,136423.38,43726.15,1.46,0.028,4.7,2.87,20070406
2267,sh600260,凯乐科技,通信设备,湖北,70.98,53252.71,66674.77,811114.13,571072.94,77722.06,117223.97,1.76,0.058,4.31,3.82,20000706
2268,sh603300,华铁科技,钢加工,浙江,83.79,27811.4,40534.0,298249.41,208973.02,83307.46,54873.86,1.35,0.042,2.69,5.27,20150529
2269,sz300250,初灵信息,通信设备,浙江,231.64,10762.07,22995.17,189707.69,87549.22,1590.6,120027.8,5.22,0.031,6.65,4.27,20110803
2270,sh600094,大名城,区域地产,上海,33.34,181283.69,201155.69,3931546.5,3767756.0,43895.43,155708.06,0.77,0.073,2.56,3.8,19970703
2271,sh600606,绿地控股,全国地产,上海,14.09,322336.84,1216815.5,63992864.0,58163084.0,1159732.25,914113.19,0.75,0.185,4.5,2.32,19920327
2272,sz002664,信质电机,汽车配件,浙江,68.16,36944.21,40002.0,232292.09,162723.73,44305.12,43894.53,1.1,0.12,3.83,8.54,20120316
2273,sz000560,昆百大Ａ,百货,云南,171.78,31591.22,117023.59,613101.31,363317.56,32386.52,153889.38,1.32,0.014,3.17,3.05,19940202
2274,sz002177,御银股份,电脑设备,广东,54.44,59784.48,76119.13,216441.91,109229.27,30271.33,2967.95,0.04,0.044,2.22,4.35,20071101
2275,sz300168,万达信息,软件服务,上海,1296.26,100115.1,102326.78,539922.56,287600.81,21395.15,15123.94,0.15,0.005,1.93,13.01,20110125
2276,sz002638,勤上光电,半导体,广东,65.57,93146.0,93667.5,325239.84,261733.17,33802.25,133409.19,1.42,0.034,2.42,3.67,20111125
2277,sz002302,西部建设,水泥,新疆,0.0,54182.66,103223.4,1205237.88,908701.13,241437.8,156874.88,1.52,0.035,3.85,1.92,20091103
2278,sh600130,波导股份,通信设备,浙江,161.49,76800.0,76800.0,153183.75,127165.32,9764.37,45592.21,0.59,0.014,1.27,6.99,20000706
2279,sh600495,晋西车轴,运输设备,山西,572.01,110332.09,120819.09,367338.34,218919.42,72976.45,116013.51,0.96,0.003,2.58,2.86,20040526
2280,sz000065,北方国际,建筑施工,北京,70.18,26700.71,27437.17,738721.0,624569.94,12627.55,91439.47,3.33,0.116,7.2,4.51,19980605
2281,sh603936,博敏电子,元器件,广东,278.86,4185.0,16735.0,171208.38,75750.07,74859.84,34337.15,2.05,0.042,5.36,8.81,20151209
2282,sz300051,三五互联,互联网,福建,136.22,21173.89,36995.35,139178.97,26519.46,5793.87,53603.55,1.45,0.035,2.4,7.98,20100211
2283,sz002406,远东传动,汽车配件,河南,42.01,39061.48,56100.0,251113.95,149785.06,63834.55,89304.5,1.59,0.053,3.94,2.24,20100518
2284,sz002143,印纪传媒,影视音像,四川,68.65,16048.83,110614.63,271833.94,236210.13,941.28,1656.23,0.01,0.088,1.53,15.87,20070720
2285,sz002604,龙力生物,食品,山东,110.49,43182.58,50402.55,271893.91,95430.93,59842.3,89544.0,1.78,0.025,3.78,2.92,20110728
2286,sh601717,郑煤机,工程机械,河南,121.83,137788.78,162112.2,1198702.75,879893.88,140796.52,349334.38,2.15,0.012,5.87,1.0,20100803
2287,sz002366,台海核电,专用机械,四川,53.06,10769.8,43352.87,434500.44,191960.81,137217.27,74047.71,1.71,0.259,3.51,15.65,20100312
2288,sh600525,长园集团,电气设备,深圳,44.62,104133.85,131801.81,967595.88,485855.66,98168.25,225253.2,1.71,0.078,4.14,3.35,20021202
2289,sz002546,新联电子,电气设备,江苏,99.42,65696.09,83404.9,176619.44,134777.3,30599.0,2300.33,0.03,0.029,1.62,7.24,20110211
2290,sh603818,曲美家居,家居用品,北京,129.52,13160.79,48412.0,148906.13,87395.99,38461.68,32885.01,0.68,0.032,2.55,6.58,20150422
2291,sh600756,浪潮软件,软件服务,山东,142.43,27874.73,32409.88,272973.94,180226.88,8307.46,102244.63,3.15,0.06,6.05,4.95,19960923
2292,sh600555,海航创新,旅游景点,海南,0.0,97350.0,130350.0,377350.5,214592.5,9143.32,40388.62,0.31,0.034,1.31,4.44,20010328
2293,sz002610,爱康科技,电气设备,江苏,371.98,70216.31,112271.53,1469472.13,645077.19,496423.44,478436.84,4.26,0.02,5.52,3.3,20110815
2294,sz002405,四维图新,软件服务,北京,193.71,99963.93,106673.63,373097.75,215941.02,13854.65,120206.15,1.13,0.031,2.44,9.87,20100518
2295,sz002728,台城制药,中成药,广东,67.44,5671.0,20000.0,157533.8,61648.58,22679.98,23792.63,1.19,0.1,4.12,6.53,20140731
2296,sz000509,华塑控股,其他建材,四川,0.0,62580.92,82548.31,54395.51,35268.21,11544.38,16357.37,0.2,0.011,0.06,95.56,19930507
2297,sz002692,远程电缆,电气设备,江苏,61.27,44395.44,71814.6,344170.94,261141.7,53914.55,54271.21,0.76,0.033,1.99,4.02,20120808
2298,sh600299,安迪苏,化工原料,北京,17.34,52270.76,268190.13,1925608.75,962585.81,612690.31,223245.7,0.83,0.209,4.1,3.53,20000420
2299,sh600148,长春一东,汽车配件,吉林,4969.36,14151.63,14151.63,81697.8,60938.7,18163.96,8911.74,0.63,0.001,2.56,9.05,19980520
2300,sh600698,湖南天雁,汽车配件,湖南,428.13,43109.17,97181.74,110122.42,85075.93,18265.9,37418.3,0.39,0.003,0.67,8.6,19931206
2301,sz002260,德奥通航,航空,广东,0.0,26520.0,26520.0,81927.4,39990.65,12467.16,1287.3,0.05,0.009,1.24,21.51,20080716
2302,sh600893,中航动力,航空,陕西,0.0,136750.09,194871.88,4700967.5,2619620.25,1094289.63,984829.63,5.05,0.052,7.66,4.89,19960408
2303,sz000531,穗恒运Ａ,火力发电,广东,19.47,68508.13,68508.28,891866.88,233586.59,298887.56,89960.77,1.31,0.157,5.31,2.3,19940106
2304,sz002509,天广消防,专用机械,福建,64.87,63244.62,155780.8,509123.91,261492.16,54825.32,286522.09,1.84,0.041,2.67,4.03,20101123
2305,sz002082,栋梁新材,铝,浙江,107.72,18099.85,23800.0,160293.86,109566.26,43789.46,24181.27,1.02,0.04,5.66,3.04,20061120
2306,sz002361,神剑股份,化工原料,安徽,58.89,54624.55,86259.56,236342.47,151361.02,40364.12,91592.24,1.06,0.033,2.03,3.87,20100303
2307,sz002552,宝鼎科技,机械基件,浙江,0.0,16789.89,30000.0,119571.61,30071.66,39074.9,34032.12,1.13,0.043,2.65,5.66,20110225
2308,sh600306,*ST商城,百货,辽宁,0.0,17740.57,17813.89,213175.05,48634.53,118972.97,20389.11,1.14,0.191,0.44,29.32,20001226
2309,sh600969,郴电国际,水力发电,湖南,69.33,26432.17,26432.17,978743.19,426808.41,428488.91,234206.59,8.86,0.054,11.75,1.27,20040408
2310,sz300388,国祯环保,环境保护,安徽,162.85,14185.2,30414.63,431551.09,135896.25,22082.96,26778.28,0.88,0.04,3.01,7.52,20140801
2311,sz300112,万讯自控,电器仪表,深圳,1131.68,13250.53,26658.82,89325.56,34853.44,23621.57,31842.84,1.19,0.004,2.62,6.21,20100827
2312,sh600163,中闽能源,新型电力,福建,36.46,75362.39,99946.52,297506.94,65605.25,189012.19,209174.42,2.09,0.039,1.51,3.73,19980602
2313,sz002137,麦达数字,元器件,深圳,126.67,25527.83,57653.21,181901.98,92386.06,10059.5,94264.93,1.64,0.032,2.57,6.31,20070613
2314,sz300270,中威电子,通信设备,浙江,68.67,14671.12,27265.69,81890.65,59611.93,5619.66,14526.27,0.53,0.062,2.18,7.74,20111012
2315,sh600183,生益科技,元器件,广东,21.48,143755.39,143755.39,903142.81,518354.41,302126.88,116278.77,0.81,0.106,3.36,2.72,19981028
2316,sh600238,海南椰岛,红黄药酒,海南,0.0,44500.16,44820.0,125219.67,80470.71,24420.03,12748.6,0.28,0.062,1.94,6.15,20000120
2317,sz002322,理工环科,环境保护,浙江,225.84,15821.53,40299.87,320887.31,149042.42,22986.34,190951.77,4.74,0.02,7.12,2.56,20091218
2318,sz000779,三毛派神,纺织,甘肃,0.0,18644.09,18644.09,68431.15,19999.24,42419.34,32181.25,1.73,0.083,1.02,21.99,19970528
2319,sz300007,汉威电子,电器仪表,河南,152.64,21469.16,29302.27,324562.81,133399.59,57059.13,58626.55,2.0,0.044,4.17,6.38,20091030
2320,sz000949,新乡化纤,化纤,河南,115.0,102660.45,102724.13,495885.94,178940.38,257226.7,95014.5,0.92,0.009,2.45,1.71,19991021
2321,sh600850,华东电脑,电脑设备,上海,48.01,41826.83,41826.83,484751.66,456933.84,3281.55,2472.9,0.06,0.149,4.11,6.96,19940324
2322,sz002088,鲁阳节能,矿物制品,山东,127.31,13686.32,23397.86,215764.22,119356.32,72010.9,53795.51,2.3,0.032,6.88,2.33,20061130
2323,sz002238,天威视讯,影视音像,深圳,30.24,55741.32,61735.32,360988.09,166875.77,86073.71,34712.95,0.56,0.121,4.16,3.51,20080526
2324,sz002253,川大智胜,软件服务,四川,448.59,19025.56,22562.6,154526.13,79640.34,36292.4,86634.93,3.84,0.02,5.67,6.47,20080623
2325,sh600831,广电网络,影视音像,陕西,36.99,56343.85,56343.85,543018.88,95339.93,355397.09,43285.98,0.77,0.089,3.47,3.78,19940224
2326,sh600992,贵绳股份,钢加工,贵州,205.81,24509.0,24509.0,202302.16,141964.31,29465.65,84036.9,3.43,0.016,5.51,2.38,20040514
2327,sh600188,兖州煤业,煤炭开采,山东,43.36,295982.94,491201.59,13770342.0,3597428.5,2733894.25,127046.6,0.26,0.05,8.45,1.47,19980701
2328,sh603600,永艺股份,家居用品,浙江,53.41,4187.5,10000.0,84125.31,57041.67,18321.93,20287.84,2.03,0.284,5.81,10.43,20150123
2329,sz002421,达实智能,软件服务,深圳,87.64,45875.35,64239.94,463546.84,270809.94,13889.55,149981.19,2.33,0.051,4.0,4.47,20100603
2330,sh600151,航天机电,半导体,上海,78.9,125017.99,125017.99,1259853.75,572474.63,397058.5,285842.53,2.29,0.037,3.31,3.53,19980605
2331,sz300261,雅本化学,农药化肥,江苏,169.93,47158.94,53697.44,193947.81,80650.38,79426.52,38487.2,0.72,0.019,1.89,6.92,20110906
2332,sh603701,德宏股份,汽车配件,浙江,104.37,1960.0,7840.0,48034.62,24423.23,12571.5,5633.58,0.72,0.26,4.98,16.44,20160412
2333,sz300275,梅安森,软件服务,重庆,0.0,10806.45,16753.59,86478.25,49464.1,13916.86,24707.93,1.47,0.13,3.37,6.53,20111102
2334,sz300276,三丰智能,专用机械,湖北,834.82,19391.3,37440.0,90185.82,66789.0,4651.25,4126.95,0.11,0.006,1.59,12.96,20111115
2335,sz002103,广博股份,文教休闲,浙江,211.6,26256.3,45767.75,199418.38,71185.18,29300.76,96027.86,2.1,0.027,3.57,6.35,20070110
2336,sh600262,北方股份,汽车整车,内蒙,0.0,17000.0,17000.0,251594.55,184453.45,40723.51,40393.1,2.38,0.053,5.8,4.96,20000630
2337,sh600258,首旅酒店,酒店餐饮,北京,163.22,23140.0,23140.0,385304.63,35445.15,186081.05,8577.25,0.37,0.03,5.03,3.94,20000601
2338,sz300154,瑞凌股份,元器件,深圳,54.55,31382.49,44700.0,171137.11,157237.92,8911.28,69365.88,1.55,0.047,3.45,2.97,20101229
2339,sz300139,晓程科技,元器件,北京,174.08,21216.1,27400.0,142651.44,65028.15,16838.88,58043.31,2.12,0.022,4.64,3.24,20101112
2340,sz002104,恒宝股份,元器件,江苏,49.78,70723.97,71350.39,198030.31,137092.48,35221.35,8940.57,0.13,0.082,2.26,7.26,20070110
2341,sh600160,巨化股份,化工原料,浙江,0.0,181091.59,181091.59,925374.81,309737.22,453886.44,246911.38,1.36,0.019,3.99,2.73,19980626
2342,sh600237,铜峰电子,元器件,安徽,657.83,56436.96,56436.96,239343.34,133248.2,85556.61,83744.9,1.48,0.003,2.54,2.95,20000609
2343,sh600623,华谊集团,汽车配件,上海,68.85,64636.76,211743.09,3268600.75,1485992.5,1078934.38,896984.31,4.24,0.072,7.64,2.59,19921204
2344,sh600648,外高桥,园区开发,上海,185.2,93479.15,113534.9,2789189.25,1528681.75,104359.47,390237.25,3.44,0.027,7.91,2.5,19930504
2345,sh600199,金种子酒,白酒,安徽,61.86,55577.5,55577.5,325558.0,221529.25,37123.57,70080.28,1.26,0.049,4.08,3.0,19980812
2346,sh603899,晨光文具,文教休闲,上海,27.86,22400.0,92000.0,298377.5,205218.38,71018.06,73240.77,0.8,0.159,2.51,7.03,20150127
2347,sz300170,汉得信息,软件服务,上海,74.63,64320.37,83537.46,216350.47,162558.98,30030.78,44422.23,0.53,0.05,2.19,6.81,20110201
2348,sz300135,宝利国际,化工原料,江苏,256.93,70868.35,92160.0,273716.97,208420.06,30634.55,3525.6,0.04,0.005,1.26,4.29,20101026
2349,sz300161,华中数控,机床制造,湖北,0.0,15637.42,16174.5,148328.42,110505.27,26202.95,48745.53,3.01,0.132,4.91,7.01,20110113
2350,sz002230,科大讯飞,软件服务,安徽,144.01,110035.63,128662.67,862331.88,485309.84,86282.31,377005.34,2.93,0.055,4.96,6.38,20080512
2351,sz300341,麦迪电气,电气设备,福建,207.45,36869.42,51033.12,104492.18,72087.96,22804.55,33216.81,0.65,0.019,1.78,9.05,20120726
2352,sz000930,中粮生化,农业综合,安徽,0.0,96441.1,96441.1,591787.0,211872.42,235721.66,90302.13,0.94,0.032,1.46,7.85,19990712
2353,sz300101,振芯科技,通信设备,四川,178.02,44040.39,55600.0,119218.32,90454.32,8984.07,4757.45,0.09,0.04,1.52,18.58,20100806
2354,sz000666,经纬纺机,纺织机械,北京,60.72,29347.88,70413.0,2732100.0,1819801.25,187403.44,190895.2,2.71,0.077,8.7,2.16,19961210
2355,sz002328,新朋股份,汽车配件,上海,70.62,32526.38,44810.0,395474.88,211061.55,129810.36,120452.77,2.69,0.038,5.06,2.12,20091230
2356,sz002629,仁智油服,石油贸易,四川,0.0,33775.1,41194.8,74417.57,53788.53,9359.19,8860.48,0.22,0.055,1.52,7.96,20111103
2357,sh600103,青山纸业,造纸,福建,0.0,106184.15,106184.15,311436.47,119563.47,123556.2,745.9,0.01,0.022,1.01,5.31,19970703
2358,sh600663,陆家嘴,园区开发,上海,55.31,244455.13,336183.13,5340834.0,1269368.5,45004.73,3889.81,0.01,0.103,3.94,5.78,19930628
2359,sz002413,雷科防务,通信设备,江苏,165.5,70826.2,98393.88,237718.38,140646.47,4684.16,126864.45,1.29,0.022,2.18,6.76,20100528
2360,sz001896,豫能控股,火力发电,河南,21.88,66192.15,85527.59,1295219.63,177265.52,1041214.81,307513.5,3.6,0.099,4.64,1.88,19980122
2361,sh600814,杭州解百,百货,浙江,31.72,31038.3,71502.67,449644.19,218061.75,99937.93,1428.49,0.02,0.084,2.89,3.7,19940114
2362,sh603618,杭电股份,电气设备,浙江,63.27,26325.0,64005.0,297984.03,244320.09,32235.7,85567.09,1.34,0.047,2.4,4.99,20150217
2363,sz002613,北玻股份,专用机械,河南,506.73,36531.98,72090.0,192839.0,112128.86,60143.06,43691.7,0.61,0.004,2.07,3.86,20110830
2364,sz000557,西部创业,红黄药酒,宁夏,0.0,58524.51,145837.45,534166.31,95181.24,358536.56,343115.03,2.35,0.016,2.68,1.99,19940617
2365,sz000525,红 太 阳,农药化肥,江苏,69.03,50698.3,58077.28,922493.31,423499.41,311657.0,294382.84,5.07,0.048,8.56,1.55,19931028
2366,sh601688,华泰证券,证券,江苏,28.59,544372.31,716276.88,42177540.0,0.0,258934.91,4583776.0,6.4,0.174,11.25,1.77,20100226
2367,sz002527,新时达,电器仪表,上海,136.23,35786.08,62017.12,387881.03,271306.84,43438.6,86413.28,1.39,0.029,3.73,4.25,20101224
2368,sz000783,长江证券,证券,湖北,26.55,474236.72,474246.78,9270968.0,0.0,31548.16,296789.84,0.63,0.106,3.59,3.13,19970731
2369,sz000958,东方能源,火力发电,河北,12.78,25047.96,55113.66,498564.06,87846.72,367964.06,181381.22,3.29,0.31,4.53,3.5,19991223
2370,sz002169,智光电气,电气设备,广东,168.47,18636.08,31611.14,296515.53,166310.19,85224.96,52175.12,1.65,0.032,3.67,5.94,20070919
2371,sh600689,上海三毛,纺织,上海,0.0,15220.41,20099.13,79415.21,37211.96,7939.16,21178.32,1.05,0.04,1.61,9.85,19931108
2372,sz300471,厚普股份,专用机械,四川,252.14,8609.0,14796.79,225094.45,175404.56,14642.79,91738.22,6.2,0.05,10.08,4.96,20150611
2373,sz300303,聚飞光电,半导体,深圳,54.97,40772.73,68805.34,243062.13,187081.31,40756.48,53909.92,0.78,0.042,2.51,3.66,20120319
